Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status
99655,23,Male,B.Sc,ME,8.74,1,3,10,6,53,2,0,0,Placed
2944,21,Male,B.Sc,IT,7.32,0,1,9,3,40,6,1,0,Not Placed
87065,21,Female,B.Tech,CSE,7.13,1,4,1,1,98,4,0,0,Placed
90909,21,Male,B.Sc,ME,7.64,0,5,2,5,60,5,1,0,Not Placed
30591,21,Male,B.Tech,ECE,7.16,1,5,9,10,61,5,2,0,Placed
47305,18,Male,B.Tech,ECE,6.95,1,5,5,6,48,3,0,0,Placed
6720,18,Male,B.Sc,CSE,7.95,0,2,2,8,89,6,0,2,Not Placed
8107,19,Male,MCA,CSE,5.22,0,1,9,10,77,6,2,0,Placed
62859,18,Male,B.Tech,IT,6.75,2,2,6,8,74,4,3,0,Not Placed
46343,21,Male,B.Tech,IT,6.81,1,5,6,2,74,3,3,0,Placed
67740,22,Female,B.Tech,ECE,7.17,1,6,10,5,52,7,2,1,Placed
2713,22,Female,B.Sc,CSE,7.8,0,6,3,10,59,8,0,0,Placed
20758,21,Female,B.Tech,ECE,7.5,3,3,6,10,82,5,3,0,Placed
8500,23,Female,B.Tech,IT,6.83,3,2,7,2,70,10,3,0,Placed
25610,21,Male,B.Sc,ECE,6.92,3,6,10,2,66,5,2,0,Placed
96397,18,Male,MCA,ME,6.97,0,6,4,2,93,1,2,0,Placed
62246,23,Male,B.Sc,CSE,4.71,0,5,9,6,79,3,2,0,Placed
94142,22,Male,MCA,ME,7.1,2,2,1,5,42,3,0,1,Not Placed
50114,22,Female,MCA,ME,6.26,0,3,4,4,62,1,3,1,Not Placed
62044,21,Male,B.Sc,ECE,6.83,1,3,10,5,54,5,0,2,Not Placed
27463,21,Female,B.Sc,CSE,7.87,1,4,7,1,35,6,2,0,Placed
25169,18,Male,B.Tech,ECE,7.24,1,2,5,2,69,2,3,0,Placed
57686,21,Male,BCA,CSE,6.6,1,6,7,8,96,8,0,1,Placed
37457,23,Female,MCA,ME,6.93,2,2,8,4,96,7,0,1,Placed
94229,20,Male,B.Tech,IT,7.44,2,3,3,7,48,8,3,0,Placed
18872,22,Female,B.Tech,CSE,6.32,1,4,2,9,95,2,3,0,Placed
74026,18,Female,MCA,ECE,6.27,0,3,10,7,67,3,3,3,Placed
81686,20,Female,B.Tech,ECE,8.36,0,5,9,10,60,1,0,0,Placed
98301,21,Female,B.Sc,IT,7.1,1,3,10,2,48,8,3,0,Placed
48499,24,Male,B.Tech,ME,7.32,0,6,10,10,57,6,0,0,Placed
35003,19,Male,MCA,ECE,7.77,1,5,6,5,64,7,2,0,Placed
40410,19,Female,BCA,ECE,7.1,2,2,2,9,76,7,0,3,Not Placed
29503,20,Male,MCA,CSE,7.45,1,2,6,2,76,2,1,0,Placed
10663,24,Female,MCA,CSE,6.67,2,3,9,4,90,7,2,1,Placed
16920,23,Male,BCA,Civil,7.42,0,1,5,6,74,5,2,0,Placed
60795,18,Male,B.Tech,ECE,5.78,1,4,2,5,81,9,3,0,Placed
93640,19,Male,MCA,ME,6.82,0,5,3,5,83,7,1,0,Placed
18827,23,Female,B.Sc,IT,6.11,0,5,5,5,100,4,2,2,Placed
13866,18,Male,BCA,IT,8.07,1,6,4,5,50,1,0,0,Placed
83665,23,Male,B.Tech,Civil,4.78,1,6,1,7,66,5,0,0,Placed
56868,19,Male,B.Sc,ME,6.11,0,5,8,5,83,3,0,3,Not Placed
86703,24,Male,B.Sc,ME,6.59,1,1,7,2,40,7,3,0,Placed
74645,20,Male,B.Tech,IT,8.66,2,4,4,4,91,2,0,0,Placed
95517,21,Female,B.Sc,ECE,7.49,2,2,6,1,56,3,3,2,Placed
30613,22,Male,MCA,ECE,6.5,2,3,2,6,59,2,2,0,Placed
55535,18,Male,B.Sc,Civil,7.91,0,1,8,3,77,6,3,0,Placed
68903,21,Male,MCA,IT,5.84,1,3,9,8,36,4,2,0,Placed
29494,21,Male,B.Tech,CSE,6.82,0,1,2,6,95,4,2,2,Not Placed
79437,23,Female,B.Tech,ECE,7.04,0,2,7,4,73,8,3,1,Placed
89727,24,Female,MCA,CSE,7.45,1,2,8,8,52,10,1,2,Placed
57462,22,Female,B.Tech,ECE,5.96,0,5,3,8,68,5,3,2,Not Placed
51491,20,Female,BCA,IT,6.2,1,3,6,9,59,1,3,0,Placed
74129,20,Male,B.Tech,ME,8.53,1,2,9,9,73,9,3,0,Placed
53964,20,Female,B.Tech,ECE,7.78,2,2,5,9,44,1,3,0,Placed
59819,23,Male,BCA,ECE,5.87,0,3,8,7,35,7,1,0,Placed
1233,20,Female,BCA,Civil,7.16,2,4,3,9,65,6,0,0,Placed
30672,19,Female,B.Tech,ECE,6.03,2,1,3,1,87,4,0,0,Not Placed
65761,20,Male,B.Tech,ECE,9.42,1,3,5,7,98,7,3,2,Placed
18747,18,Male,BCA,Civil,8.05,0,3,6,6,98,7,3,3,Not Placed
99959,18,Male,B.Tech,CSE,7.94,0,2,1,9,49,7,0,2,Not Placed
19174,18,Male,B.Tech,ME,6.25,0,1,3,8,36,1,0,1,Placed
12279,23,Male,B.Sc,ME,6.86,2,5,2,6,96,5,1,0,Placed
66358,23,Female,B.Tech,CSE,7.74,0,4,9,9,56,2,1,1,Placed
96762,22,Male,B.Sc,IT,6.61,0,4,10,6,72,9,0,0,Placed
37528,21,Male,MCA,Civil,6.64,2,4,8,5,46,3,1,2,Not Placed
95851,23,Male,B.Sc,ME,5.96,0,6,9,10,83,1,2,0,Placed
93647,19,Male,MCA,ME,6.63,2,5,2,3,95,4,3,0,Placed
2470,24,Male,BCA,Civil,7.22,2,4,1,6,38,6,1,0,Placed
368,21,Male,B.Sc,CSE,6.54,0,3,4,1,65,2,1,0,Placed
22459,24,Male,B.Tech,Civil,7.82,1,4,7,6,53,10,2,0,Placed
32847,19,Male,B.Tech,ME,8.1,0,4,3,3,84,3,2,2,Placed
8622,21,Male,MCA,IT,7.23,1,4,6,6,93,1,0,0,Placed
71163,22,Male,BCA,ME,6.9,0,5,1,9,96,1,3,1,Not Placed
15907,21,Female,BCA,Civil,8.37,0,6,7,8,59,7,1,0,Placed
62036,21,Female,B.Sc,Civil,7.36,1,1,7,5,54,8,1,2,Not Placed
62120,19,Male,B.Tech,ME,6.59,1,3,5,10,89,5,2,0,Placed
41600,20,Female,B.Tech,ME,6.26,1,4,9,1,97,7,3,0,Placed
60967,19,Female,B.Tech,ME,8.48,2,3,5,7,91,1,1,0,Placed
26408,20,Male,B.Tech,CSE,8.19,0,3,10,10,82,9,2,2,Placed
43971,22,Male,B.Tech,ME,7.72,1,1,2,4,92,3,1,0,Placed
39331,22,Male,B.Tech,Civil,7.24,1,1,4,3,55,3,1,0,Placed
86725,22,Male,B.Tech,IT,6.84,0,5,4,7,50,4,1,1,Placed
3428,20,Female,B.Tech,CSE,6.32,2,3,1,1,69,4,0,0,Placed
19002,24,Female,MCA,ME,7.35,0,4,4,3,66,7,3,0,Placed
95957,18,Male,BCA,ECE,5.82,0,1,1,5,42,9,2,0,Placed
60744,20,Male,B.Sc,IT,8.78,1,3,5,7,74,6,0,0,Placed
89007,18,Female,B.Tech,IT,8.28,1,5,3,2,42,2,0,0,Placed
8049,20,Male,BCA,ME,8.36,0,3,1,4,75,1,0,1,Not Placed
747,24,Male,MCA,Civil,6.33,0,6,2,6,55,2,0,0,Placed
54701,20,Male,B.Sc,ME,7.73,0,2,5,9,87,9,1,0,Placed
58858,24,Female,BCA,ME,8.39,1,3,6,4,54,2,3,0,Placed
36918,21,Female,B.Tech,CSE,6.29,0,4,2,10,46,3,2,0,Not Placed
60334,22,Female,B.Tech,ME,6.74,1,5,2,9,45,8,3,1,Not Placed
70002,21,Female,BCA,Civil,7.03,0,4,7,5,44,8,0,1,Placed
52052,19,Male,BCA,CSE,8.61,2,4,9,3,56,3,1,0,Placed
31315,23,Male,B.Tech,IT,5.03,0,3,10,8,50,1,1,0,Placed
79126,24,Female,BCA,ECE,8.22,1,6,10,6,39,2,0,1,Placed
94570,19,Female,B.Tech,IT,8.41,0,5,1,2,69,9,0,0,Placed
49975,23,Male,B.Sc,CSE,8.26,1,5,10,4,56,4,0,0,Placed
33529,19,Male,B.Sc,CSE,6.34,1,4,8,4,39,3,3,2,Not Placed
16814,23,Female,B.Sc,ECE,6.4,0,3,2,8,71,8,0,0,Placed
29182,23,Male,B.Sc,Civil,5.85,1,2,10,2,37,6,1,0,Placed
11658,21,Male,B.Sc,IT,7.77,1,6,3,4,64,9,1,0,Placed
98843,23,Male,B.Tech,ECE,7.42,0,5,7,8,95,10,1,1,Placed
21027,19,Male,MCA,Civil,5.01,2,4,9,1,90,10,2,2,Placed
22307,18,Female,B.Tech,IT,7.8,1,1,7,3,76,6,2,0,Placed
59067,18,Female,MCA,Civil,7.26,0,6,4,9,86,3,3,0,Placed
71397,21,Male,B.Tech,CSE,7.77,0,5,5,7,47,2,2,0,Placed
28433,24,Male,BCA,CSE,7.7,0,3,5,10,52,3,1,1,Not Placed
19067,18,Male,B.Tech,ME,6.74,0,3,9,1,74,9,2,2,Not Placed
86309,21,Male,B.Sc,CSE,6.95,0,1,9,2,36,8,3,0,Placed
3528,22,Male,B.Sc,ME,6.89,0,3,6,9,67,8,0,0,Placed
32254,19,Male,B.Sc,ME,7.49,0,4,2,6,94,6,3,0,Placed
84408,23,Female,B.Tech,IT,7.7,0,6,3,7,41,5,2,0,Placed
25008,20,Female,B.Sc,ME,6.11,0,2,3,8,85,8,3,0,Placed
71586,23,Male,B.Tech,ME,6.66,0,6,8,8,96,8,3,0,Placed
83356,22,Female,B.Tech,IT,7.14,0,3,8,5,84,5,1,0,Placed
31811,21,Female,BCA,ME,6.16,1,4,1,9,77,5,2,0,Placed
32587,19,Male,B.Tech,IT,6.74,1,5,10,6,93,3,1,0,Placed
65475,21,Female,B.Sc,Civil,6.77,0,5,10,1,41,10,1,1,Not Placed
83344,23,Male,B.Sc,ME,6.73,2,5,7,4,67,2,2,0,Placed
55179,18,Male,BCA,CSE,7.33,1,1,5,3,88,8,1,2,Not Placed
14679,23,Male,MCA,ME,6.39,1,4,7,10,38,8,1,1,Placed
18043,21,Male,B.Sc,Civil,7.54,0,2,9,8,75,9,0,0,Placed
61928,23,Female,BCA,Civil,6.33,0,4,6,7,57,4,3,0,Placed
71630,22,Female,B.Tech,IT,7.7,2,6,1,3,82,6,2,0,Placed
74071,21,Male,MCA,ECE,6.75,2,6,7,8,55,10,1,0,Placed
10595,20,Male,MCA,IT,7.7,2,4,7,6,87,5,3,1,Placed
70513,22,Female,B.Sc,ECE,7.91,0,6,10,6,60,2,1,2,Not Placed
82478,18,Female,B.Sc,IT,5.76,0,2,10,8,40,7,2,0,Placed
27270,22,Female,MCA,CSE,7.19,1,4,7,7,69,7,0,3,Not Placed
23007,18,Male,B.Tech,ME,6.76,1,6,7,5,90,5,1,0,Placed
95380,22,Male,BCA,Civil,7.42,1,5,10,9,60,1,1,1,Not Placed
54150,22,Male,MCA,ECE,9.44,1,3,4,6,98,10,3,0,Placed
19267,18,Female,MCA,ECE,6.95,2,4,9,6,37,6,1,0,Placed
66927,23,Female,B.Sc,CSE,8.36,1,2,7,2,86,9,3,0,Placed
61666,20,Female,B.Sc,Civil,6.5,1,1,3,6,76,1,2,1,Placed
65171,23,Male,MCA,CSE,6.71,2,3,1,9,83,10,1,0,Placed
15099,18,Female,B.Sc,ECE,6.29,1,5,10,8,63,4,2,3,Not Placed
621,19,Female,B.Tech,ME,7.88,0,2,1,3,39,3,2,1,Not Placed
18037,21,Female,B.Tech,CSE,6.3,2,6,7,10,67,2,3,1,Placed
10736,19,Female,BCA,Civil,5.06,0,6,7,8,53,10,3,0,Placed
43488,20,Male,MCA,CSE,7.38,0,2,10,10,63,9,2,3,Not Placed
79782,22,Male,BCA,ME,7.76,1,2,7,8,84,3,0,1,Not Placed
43124,19,Male,B.Tech,Civil,7.6,0,2,7,3,44,8,0,0,Placed
14952,22,Male,MCA,Civil,5.91,0,1,7,7,82,5,2,0,Placed
16746,18,Male,BCA,ME,5.57,1,4,10,10,91,5,0,0,Not Placed
17484,19,Female,MCA,ME,6.72,1,4,8,1,99,2,3,1,Placed
90811,22,Male,B.Tech,CSE,6.56,2,5,7,1,75,2,0,0,Placed
70792,23,Male,MCA,ME,5.62,1,1,9,9,96,9,0,3,Not Placed
93143,19,Male,BCA,IT,6.45,0,3,9,6,83,2,0,0,Placed
91545,20,Female,BCA,IT,7.53,0,4,9,3,84,2,3,0,Placed
26044,24,Female,BCA,ME,6.32,3,6,1,2,49,2,1,0,Placed
88734,24,Male,MCA,IT,7.22,0,6,5,1,62,1,0,0,Placed
32219,22,Female,B.Tech,ME,7.68,1,6,10,7,56,9,0,0,Placed
25342,21,Female,B.Tech,CSE,5.6,0,3,6,8,64,7,3,0,Placed
57131,20,Female,B.Tech,CSE,6.71,0,3,1,7,55,8,3,1,Not Placed
3853,22,Female,MCA,Civil,6.77,1,6,10,8,100,1,0,1,Placed
62273,22,Female,B.Sc,ECE,4.5,3,2,10,5,47,2,3,1,Placed
78895,20,Female,BCA,IT,7.82,0,2,8,6,90,6,0,0,Not Placed
52639,18,Male,MCA,IT,7.67,1,2,2,2,93,9,0,0,Placed
56169,19,Female,BCA,IT,6.8,0,6,8,7,54,2,0,0,Placed
34000,24,Male,B.Sc,ME,6.91,2,1,10,5,43,9,3,0,Not Placed
9760,20,Male,B.Sc,CSE,6.32,1,6,7,6,48,7,2,0,Placed
7864,21,Female,B.Sc,ME,6.93,1,6,1,6,95,4,2,0,Placed
93625,21,Female,B.Tech,ECE,6.93,1,3,7,9,48,6,2,0,Placed
61636,23,Female,BCA,IT,6.78,0,3,3,7,65,4,2,1,Not Placed
94444,18,Female,BCA,IT,7.43,1,5,2,3,57,9,3,0,Not Placed
51028,18,Female,B.Tech,ECE,8.34,0,2,3,6,55,7,3,1,Placed
60089,19,Male,MCA,ECE,8.3,2,1,10,4,39,7,3,0,Placed
78891,21,Female,B.Tech,CSE,6.73,1,6,4,7,48,1,0,0,Placed
44057,22,Male,MCA,CSE,7.23,1,5,2,10,66,8,2,0,Placed
79870,21,Male,MCA,IT,7.11,0,2,7,6,65,8,0,2,Not Placed
39562,21,Male,B.Tech,ECE,6.97,1,2,8,10,55,4,1,0,Placed
59297,24,Male,MCA,ME,6.3,1,5,5,4,72,8,0,0,Placed
62878,19,Female,B.Tech,CSE,7.4,0,3,1,8,35,5,1,0,Placed
13182,22,Female,B.Sc,Civil,7.35,1,4,6,5,53,6,3,0,Not Placed
51932,21,Male,B.Tech,CSE,6.69,1,1,10,9,72,1,2,0,Placed
65315,21,Female,MCA,ME,8.93,1,3,4,6,98,9,1,0,Placed
24832,23,Female,B.Tech,IT,7.7,1,5,9,7,68,9,2,0,Placed
68576,19,Female,MCA,Civil,8.32,1,3,8,1,70,3,3,0,Placed
58721,24,Male,MCA,CSE,6.44,0,2,6,8,92,6,1,0,Placed
19232,20,Female,B.Sc,IT,7.07,0,2,9,4,86,1,2,0,Placed
836,21,Female,BCA,ME,5.48,3,2,2,3,68,4,3,1,Not Placed
81234,21,Male,B.Tech,ME,6.22,0,5,3,2,97,8,0,0,Placed
65924,23,Male,B.Sc,IT,8.13,1,3,5,9,59,5,3,0,Placed
5368,21,Male,MCA,ME,7.87,1,3,9,9,58,8,0,1,Placed
50019,19,Male,B.Tech,CSE,5.52,2,6,4,4,51,10,0,0,Placed
92897,18,Male,MCA,ME,6.43,0,1,2,3,35,3,1,0,Placed
33823,20,Female,B.Tech,ME,6.71,0,3,2,7,66,9,1,1,Placed
60040,23,Male,BCA,IT,6.74,1,4,4,4,81,2,3,0,Placed
18977,18,Female,MCA,ECE,6.46,0,4,7,2,81,3,3,0,Placed
98920,24,Male,B.Tech,ECE,6.42,3,2,2,9,65,9,2,2,Not Placed
48406,21,Male,BCA,ME,7.42,0,1,9,3,54,4,0,3,Not Placed
758,18,Female,B.Tech,Civil,6.92,0,2,4,3,74,4,3,0,Placed
71040,20,Female,BCA,CSE,5.37,1,2,2,10,87,1,3,0,Placed
23429,21,Female,B.Sc,CSE,7.73,1,1,6,7,43,6,1,0,Placed
42263,20,Female,B.Tech,Civil,6.83,1,2,5,4,93,10,3,1,Placed
16534,18,Female,B.Tech,ME,7.81,2,4,2,7,48,10,1,0,Placed
72055,22,Female,B.Tech,CSE,7.27,0,2,4,9,57,10,3,0,Placed
95485,22,Female,MCA,CSE,8.22,1,2,8,2,43,3,3,0,Placed
30036,18,Male,B.Sc,CSE,5.77,0,6,2,3,78,1,0,0,Placed
61570,19,Male,B.Tech,ME,6.84,1,2,3,7,56,4,2,0,Placed
85512,19,Female,B.Tech,ME,7.62,1,3,4,2,37,1,0,1,Placed
8085,22,Male,BCA,CSE,7.11,1,2,2,5,47,10,1,0,Placed
55564,23,Male,BCA,ME,6.46,3,5,3,5,51,6,3,1,Placed
4376,23,Male,B.Tech,CSE,6.62,2,4,7,7,39,2,2,1,Placed
35989,24,Female,B.Tech,ME,5.82,0,4,4,10,67,9,1,0,Placed
91073,23,Male,B.Tech,ME,8.2,1,4,2,5,75,9,2,1,Placed
30218,20,Female,B.Tech,CSE,6.5,3,3,5,8,42,5,0,0,Placed
18140,18,Female,MCA,CSE,7.35,0,2,6,8,67,2,2,0,Placed
90355,22,Female,B.Tech,CSE,7.39,2,1,8,6,52,8,0,0,Placed
2070,24,Male,B.Tech,IT,7.9,1,4,4,5,86,9,2,1,Placed
28356,24,Female,B.Sc,ECE,8.68,1,3,1,4,89,10,3,3,Not Placed
2107,19,Female,B.Tech,ME,6.43,1,2,3,10,95,5,1,0,Placed
73187,19,Male,BCA,IT,8.29,0,4,7,1,57,2,0,2,Not Placed
56352,18,Female,MCA,IT,8.02,2,5,4,1,98,8,2,0,Placed
49441,18,Male,MCA,CSE,5.64,1,1,9,2,100,2,0,0,Placed
12374,21,Female,B.Sc,IT,6.46,0,6,5,10,39,3,1,0,Not Placed
11701,21,Female,BCA,Civil,8.14,1,4,10,8,43,10,1,1,Not Placed
36655,20,Male,B.Tech,Civil,6.81,0,2,8,4,59,5,3,0,Placed
17073,20,Female,BCA,ECE,6.88,1,1,2,3,46,8,3,0,Not Placed
84597,23,Male,BCA,IT,8.35,1,4,8,6,73,4,2,1,Placed
13171,21,Female,BCA,ECE,7.29,1,4,7,4,66,4,3,0,Placed
50201,23,Female,B.Tech,Civil,8.45,0,2,8,7,97,10,3,0,Placed
